consult_id,customer_id,consult_date,channel,agent_id,category,handle_time_min,resolved_yn,is_repeat
CNS01010,CUST0254,2024-03-28,앱,AGT012,결제오류,5.7,Y,N
CNS01011,CUST0416,2024-08-09,매장,AGT030,상품문의,8.3,Y,N
CNS01012,CUST0023,2024-03-03,앱,AGT029,서비스불만,9.5,Y,N
CNS01013,CUST0388,2024-01-24,앱,AGT021,서비스불만,20.6,Y,N
CNS01014,CUST0189,2024-05-13,매장,AGT011,요금문의,7.1,Y,N
CNS01015,CUST0415,2024-12-08,앱,AGT019,요금문의,15.5,Y,N
CNS01016,CUST0034,2024-08-28,앱,AGT022,요금문의,10.8,N,N
CNS01017,CUST0476,2024-09-30,전화,AGT022,기타,10.8,Y,N
CNS01018,CUST0412,2024-06-01,홈페이지,AGT025,결제오류,6.0,Y,N
CNS01019,CUST0446,2024-07-22,앱,AGT006,서비스불만,14.9,Y,N
CNS01020,CUST0338,2024-10-09,매장,AGT012,서비스불만,5.6,N,N
CNS01021,CUST0463,2024-07-27,전화,AGT009,결제오류,11.5,Y,N
CNS01022,CUST0089,2024-07-27,전화,AGT030,요금문의,4.3,Y,N
CNS01023,CUST0207,2024-12-24,전화,AGT012,서비스불만,6.8,Y,N
CNS01024,CUST0242,2024-07-09,홈페이지,AGT014,요금문의,16.8,Y,N
CNS01025,CUST0058,2024-05-22,매장,AGT004,서비스불만,7.6,Y,N
CNS01026,CUST0349,2024-04-06,전화,AGT005,서비스불만,15.2,Y,N
CNS01027,CUST0166,2024-06-06,전화,AGT029,상품문의,6.5,Y,N
CNS01028,CUST0386,2024-09-17,전화,AGT016,요금문의,16.2,Y,N
CNS01029,CUST0123,2024-10-16,매장,AGT028,결제오류,8.7,Y,N
CNS01030,CUST0467,2024-07-28,전화,AGT015,요금문의,7.2,N,N
CNS01031,CUST0325,2024-05-15,전화,AGT005,상품문의,11.0,Y,N
CNS01032,CUST0397,2024-06-26,앱,AGT011,상품문의,6.2,N,N
CNS01033,CUST0318,2024-07-25,매장,AGT027,상품문의,14.0,Y,N
CNS01034,CUST0029,2024-07-14,전화,AGT024,요금문의,12.5,Y,N
CNS01035,CUST0425,2024-05-26,앱,AGT026,상품문의,11.9,Y,N
CNS01036,CUST0238,2024-11-26,앱,AGT029,요금문의,3.8,N,N
CNS01037,CUST0473,2024-06-22,전화,AGT009,서비스불만,13.2,Y,N
CNS01038,CUST0265,2024-02-25,전화,AGT014,상품문의,9.1,Y,N
CNS01039,CUST0473,2024-08-02,전화,AGT015,서비스불만,7.1,Y,N
CNS01040,CUST0196,2024-07-13,전화,AGT014,결제오류,24.5,Y,N
CNS01041,CUST0309,2024-12-06,앱,AGT012,요금문의,6.5,Y,N
CNS01042,CUST0479,2024-05-03,매장,AGT029,서비스불만,8.4,Y,Y
CNS01043,CUST0480,2024-10-05,전화,AGT006,서비스불만,11.0,Y,N
CNS01044,CUST0281,2024-07-31,매장,AGT004,서비스불만,7.6,Y,N
CNS01045,CUST0122,2024-02-12,전화,AGT011,기타,9.3,Y,N
CNS01046,CUST0383,2024-10-31,전화,AGT001,서비스불만,27.3,Y,N
CNS01047,CUST0192,2024-08-22,전화,AGT029,기타,3.2,Y,N
CNS01048,CUST0176,2024-05-24,전화,AGT021,서비스불만,28.1,Y,N
CNS01049,CUST0208,2024-09-27,전화,AGT030,요금문의,7.9,N,N
CNS01050,CUST0011,2024-01-09,전화,AGT026,기타,11.8,Y,N
CNS01051,CUST0180,2024-09-24,홈페이지,AGT018,기타,11.3,Y,N
CNS01052,CUST0428,2024-05-13,앱,AGT002,서비스불만,13.4,Y,N
CNS01053,CUST0196,2024-12-17,전화,AGT010,요금문의,19.6,Y,N
CNS01054,CUST0212,2024-08-23,홈페이지,AGT023,서비스불만,13.5,Y,N
CNS01055,CUST0165,2024-03-20,전화,AGT014,서비스불만,24.2,Y,N
CNS01056,CUST0465,2024-11-02,전화,AGT027,기타,13.2,Y,N
CNS01057,CUST0109,2024-12-11,홈페이지,AGT016,서비스불만,13.1,Y,N
CNS01058,CUST0269,2024-07-14,전화,AGT019,서비스불만,10.2,Y,Y
CNS01059,CUST0444,2024-05-24,전화,AGT023,상품문의,5.6,Y,N
CNS01060,CUST0325,2024-02-01,홈페이지,AGT019,상품문의,4.9,Y,N
CNS01061,CUST0417,2024-09-26,앱,AGT021,요금문의,22.6,Y,N
CNS01062,CUST0055,2024-10-10,홈페이지,AGT017,결제오류,18.4,Y,N
CNS01063,CUST0069,2024-05-30,전화,AGT026,요금문의,4.6,N,N
CNS01064,CUST0253,2024-04-18,홈페이지,AGT013,서비스불만,16.9,Y,N
CNS01065,CUST0480,2024-05-27,전화,AGT001,기타,11.3,Y,N
CNS01066,CUST0018,2024-02-09,앱,AGT019,요금문의,9.0,Y,N
CNS01067,CUST0212,2024-09-04,전화,AGT027,상품문의,13.2,Y,Y
CNS01068,CUST0218,2024-07-31,앱,AGT028,기타,4.9,N,N
CNS01069,CUST0491,2024-12-14,전화,AGT014,서비스불만,9.1,Y,N
CNS01070,CUST0159,2024-04-22,앱,AGT012,상품문의,4.8,Y,N
CNS01071,CUST0458,2024-09-28,앱,AGT005,요금문의,8.3,Y,N
CNS01072,CUST0425,2024-02-01,전화,AGT020,요금문의,8.1,Y,N
CNS01073,CUST0195,2024-12-06,전화,AGT006,요금문의,12.1,Y,N
CNS01074,CUST0497,2024-07-13,매장,AGT005,요금문의,7.7,Y,N
CNS01075,CUST0236,2024-07-12,매장,AGT024,상품문의,10.4,Y,N
CNS01076,CUST0206,2024-08-11,매장,AGT021,서비스불만,6.8,N,N
CNS01077,CUST0357,2024-07-20,매장,AGT007,결제오류,6.5,Y,N
CNS01078,CUST0297,2024-10-21,앱,AGT021,요금문의,22.4,Y,N
CNS01079,CUST0485,2024-03-29,홈페이지,AGT030,요금문의,12.0,Y,N
CNS01080,CUST0465,2024-02-12,전화,AGT003,요금문의,21.0,Y,N
CNS01081,CUST0290,2024-12-05,앱,AGT023,상품문의,7.8,Y,N
CNS01082,CUST0002,2024-04-27,전화,AGT024,서비스불만,4.8,Y,N
CNS01083,CUST0132,2024-06-27,앱,AGT004,요금문의,2.8,N,N
CNS01084,CUST0207,2024-10-03,앱,AGT007,서비스불만,5.1,Y,N
CNS01085,CUST0188,2024-09-14,매장,AGT005,상품문의,24.1,N,N
CNS01086,CUST0472,2024-12-10,앱,AGT010,요금문의,9.7,Y,N
CNS01087,CUST0023,2024-10-19,앱,AGT010,상품문의,5.4,N,N
CNS01088,CUST0459,2024-04-21,매장,AGT029,요금문의,5.3,Y,N
CNS01089,CUST0157,2024-01-23,앱,AGT021,요금문의,9.6,Y,Y
CNS01090,CUST0226,2024-03-28,홈페이지,AGT002,결제오류,29.2,Y,N
CNS01091,CUST0288,2024-05-01,앱,AGT020,요금문의,10.5,N,N
CNS01092,CUST0498,2024-07-30,전화,AGT004,요금문의,4.1,Y,N
CNS01093,CUST0266,2024-08-31,전화,AGT002,요금문의,15.7,Y,N
CNS01094,CUST0402,2024-02-21,전화,AGT004,요금문의,5.9,Y,N
CNS01095,CUST0444,2024-12-25,앱,AGT017,상품문의,6.6,Y,N
CNS01096,CUST0487,2024-07-10,앱,AGT009,결제오류,4.4,Y,N
CNS01097,CUST0114,2024-01-13,앱,AGT014,결제오류,8.6,Y,N
CNS01098,CUST0418,2024-03-02,전화,AGT024,요금문의,4.9,Y,N
CNS01099,CUST0379,2024-05-14,홈페이지,AGT008,상품문의,4.7,Y,N
CNS01100,CUST0384,2024-04-10,전화,AGT027,기타,10.7,Y,N
CNS01101,CUST0420,2024-02-27,전화,AGT023,요금문의,11.2,Y,N
CNS01102,CUST0182,2024-12-30,전화,AGT018,결제오류,7.6,Y,N
CNS01103,CUST0254,2024-11-12,홈페이지,AGT011,서비스불만,10.6,Y,Y
CNS01104,CUST0417,2024-02-13,매장,AGT018,서비스불만,9.4,N,N
CNS01105,CUST0002,2024-08-14,전화,AGT011,기타,13.2,Y,N
CNS01106,CUST0225,2024-09-25,전화,AGT008,상품문의,22.1,Y,N
CNS01107,CUST0035,2024-11-20,홈페이지,AGT005,요금문의,5.3,Y,N
CNS01108,CUST0254,2024-12-08,홈페이지,AGT029,요금문의,9.8,Y,N
CNS01109,CUST0300,2024-05-30,앱,AGT014,서비스불만,10.4,N,Y
CNS01110,CUST0266,2024-03-01,매장,AGT017,서비스불만,4.2,Y,N
CNS01111,CUST0382,2024-09-10,앱,AGT028,서비스불만,13.2,Y,N
CNS01112,CUST0207,2024-05-02,전화,AGT018,서비스불만,4.2,Y,N
CNS01113,CUST0070,2024-12-19,앱,AGT019,요금문의,13.4,Y,N
CNS01114,CUST0283,2024-03-27,앱,AGT002,기타,3.1,Y,N
CNS01115,CUST0465,2024-09-07,홈페이지,AGT015,서비스불만,4.6,Y,N
CNS01116,CUST0365,2024-12-15,매장,AGT030,상품문의,4.9,Y,N
CNS01117,CUST0230,2024-06-09,앱,AGT023,서비스불만,12.1,Y,N
CNS01118,CUST0366,2024-06-17,홈페이지,AGT020,요금문의,4.6,Y,N
CNS01119,CUST0028,2024-11-22,앱,AGT030,상품문의,12.0,Y,N
CNS01120,CUST0195,2024-06-28,전화,AGT020,요금문의,24.0,N,N
CNS01121,CUST0175,2024-07-18,전화,AGT005,서비스불만,3.6,Y,N
CNS01122,CUST0006,2024-03-31,전화,AGT025,서비스불만,9.9,Y,N
CNS01123,CUST0267,2024-01-01,매장,AGT028,결제오류,7.8,Y,N
CNS01124,CUST0258,2024-12-26,전화,AGT021,서비스불만,10.9,Y,N
CNS01125,CUST0126,2024-09-22,앱,AGT009,상품문의,5.9,N,N
CNS01126,CUST0040,2024-07-24,앱,AGT017,요금문의,17.7,Y,N
CNS01127,CUST0486,2024-05-21,홈페이지,AGT006,기타,9.8,Y,N
CNS01128,CUST0306,2024-05-30,홈페이지,AGT003,요금문의,6.4,Y,N
CNS01129,CUST0243,2024-12-05,전화,AGT022,요금문의,8.4,Y,N
CNS01130,CUST0256,2024-11-05,앱,AGT014,서비스불만,5.4,Y,N
CNS01131,CUST0280,2024-08-23,홈페이지,AGT011,결제오류,7.2,N,N
CNS01132,CUST0309,2024-11-18,앱,AGT029,서비스불만,8.4,Y,Y
CNS01133,CUST0208,2024-08-19,전화,AGT004,상품문의,2.5,N,N
CNS01134,CUST0134,2024-09-05,앱,AGT002,상품문의,12.4,Y,N
CNS01135,CUST0403,2024-08-24,전화,AGT004,상품문의,9.2,Y,N
CNS01136,CUST0437,2024-07-29,앱,AGT021,기타,11.3,Y,N
CNS01137,CUST0370,2024-09-30,앱,AGT008,서비스불만,11.4,Y,N
CNS01138,CUST0036,2024-04-16,전화,AGT024,요금문의,4.4,Y,N
CNS01139,CUST0499,2024-01-19,전화,AGT023,결제오류,5.3,Y,N
CNS01140,CUST0175,2024-04-18,홈페이지,AGT009,서비스불만,18.5,Y,N
CNS01141,CUST0420,2024-11-23,전화,AGT004,요금문의,5.6,N,N
CNS01142,CUST0381,2024-03-01,앱,AGT006,요금문의,16.5,Y,N
CNS01143,CUST0354,2024-05-07,매장,AGT004,기타,23.2,Y,N
CNS01144,CUST0212,2024-08-22,앱,AGT029,상품문의,7.7,Y,N
CNS01145,CUST0281,2024-12-07,매장,AGT015,서비스불만,13.2,Y,N
CNS01146,CUST0289,2024-07-19,매장,AGT002,요금문의,9.3,Y,N
CNS01147,CUST0236,2024-07-28,매장,AGT029,기타,12.1,N,N
CNS01148,CUST0357,2024-04-03,홈페이지,AGT026,요금문의,4.7,Y,N
CNS01149,CUST0236,2024-03-12,앱,AGT006,서비스불만,10.0,Y,N
CNS01150,CUST0169,2024-05-05,앱,AGT017,요금문의,8.6,Y,N
CNS01151,CUST0331,2024-06-12,앱,AGT015,결제오류,5.5,N,N
CNS01152,CUST0341,2024-02-14,매장,AGT025,서비스불만,5.7,N,N
CNS01153,CUST0081,2024-04-20,전화,AGT023,요금문의,11.6,Y,N
CNS01154,CUST0097,2024-02-10,앱,AGT012,요금문의,8.9,N,N
CNS01155,CUST0127,2024-07-09,앱,AGT019,요금문의,12.3,N,N
CNS01156,CUST0369,2024-11-06,매장,AGT028,상품문의,7.7,Y,N
CNS01157,CUST0424,2024-03-09,전화,AGT012,서비스불만,7.0,Y,N
CNS01158,CUST0206,2024-01-26,매장,AGT025,요금문의,5.6,N,N
CNS01159,CUST0044,2024-07-13,앱,AGT007,요금문의,14.7,Y,Y
CNS01160,CUST0415,2024-11-15,전화,AGT005,결제오류,7.1,Y,N
CNS01161,CUST0339,2024-05-11,앱,AGT014,결제오류,6.0,Y,N
CNS01162,CUST0383,2024-04-14,전화,AGT011,서비스불만,13.4,Y,N
CNS01163,CUST0498,2024-06-23,홈페이지,AGT013,요금문의,3.1,Y,N
CNS01164,CUST0405,2024-10-24,전화,AGT027,요금문의,6.6,Y,N
CNS01165,CUST0297,2024-02-05,홈페이지,AGT005,요금문의,6.3,Y,N
CNS01166,CUST0325,2024-02-07,전화,AGT024,상품문의,21.4,N,Y
CNS01167,CUST0056,2024-12-29,앱,AGT003,기타,6.3,N,N
CNS01168,CUST0062,2024-11-20,매장,AGT016,요금문의,4.6,N,N
CNS01169,CUST0338,2024-01-14,앱,AGT002,서비스불만,5.6,Y,N
CNS01170,CUST0203,2024-11-07,앱,AGT021,서비스불만,3.2,N,N
CNS01171,CUST0353,2024-10-30,앱,AGT004,결제오류,4.4,Y,N
CNS01172,CUST0480,2024-04-23,홈페이지,AGT021,상품문의,5.7,Y,N
CNS01173,CUST0031,2024-06-07,앱,AGT029,결제오류,4.6,Y,N
CNS01174,CUST0070,2024-08-03,홈페이지,AGT018,결제오류,12.5,Y,N
CNS01175,CUST0470,2024-03-08,앱,AGT008,상품문의,11.6,Y,N
CNS01176,CUST0412,2024-08-02,매장,AGT019,결제오류,7.8,Y,N
CNS01177,CUST0250,2024-06-30,앱,AGT005,서비스불만,11.1,Y,N
CNS01178,CUST0258,2024-08-07,전화,AGT025,요금문의,6.9,Y,N
CNS01179,CUST0134,2024-11-07,홈페이지,AGT012,요금문의,14.4,Y,N
CNS01180,CUST0002,2024-09-23,홈페이지,AGT003,기타,3.7,Y,N
CNS01181,CUST0368,2024-02-06,매장,AGT006,서비스불만,4.3,Y,N
CNS01182,CUST0070,2024-07-20,홈페이지,AGT028,서비스불만,4.8,Y,N
CNS01183,CUST0457,2024-06-19,전화,AGT027,기타,11.8,Y,N
CNS01184,CUST0110,2024-01-06,앱,AGT010,상품문의,12.0,Y,N
CNS01185,CUST0265,2024-07-24,매장,AGT002,서비스불만,6.5,Y,N
CNS01186,CUST0439,2024-04-13,앱,AGT025,상품문의,11.2,Y,N
CNS01187,CUST0083,2024-09-03,앱,AGT003,서비스불만,10.4,Y,N
CNS01188,CUST0274,2024-04-17,전화,AGT030,기타,6.5,Y,N
CNS01189,CUST0121,2024-10-05,전화,AGT029,요금문의,12.1,Y,N
CNS01190,CUST0385,2024-01-05,전화,AGT021,서비스불만,4.3,Y,N
CNS01191,CUST0045,2024-01-03,매장,AGT019,상품문의,3.6,Y,N
CNS01192,CUST0490,2024-02-24,전화,AGT011,상품문의,14.8,Y,N
CNS01193,CUST0202,2024-09-25,앱,AGT008,서비스불만,11.0,Y,N
CNS01194,CUST0336,2024-03-18,앱,AGT008,상품문의,14.9,Y,N
CNS01195,CUST0192,2024-05-26,홈페이지,AGT019,요금문의,6.6,Y,N
CNS01196,CUST0496,2024-01-11,매장,AGT011,결제오류,11.5,Y,N
CNS01197,CUST0379,2024-10-10,앱,AGT027,상품문의,10.2,Y,N
CNS01198,CUST0442,2024-05-26,홈페이지,AGT016,서비스불만,8.9,Y,N
CNS01199,CUST0392,2024-09-14,전화,AGT028,결제오류,6.9,Y,N
CNS01200,CUST0441,2024-04-06,전화,AGT001,상품문의,6.2,Y,N
CNS01201,CUST0157,2024-01-21,매장,AGT003,요금문의,6.6,Y,N
CNS01202,CUST0045,2024-02-22,앱,AGT018,서비스불만,5.0,Y,N
CNS01203,CUST0018,2024-12-04,전화,AGT016,요금문의,8.8,Y,N
CNS01204,CUST0360,2024-01-17,매장,AGT006,상품문의,5.2,Y,N
CNS01205,CUST0053,2024-09-06,전화,AGT006,요금문의,9.2,Y,N
CNS01206,CUST0279,2024-01-26,홈페이지,AGT012,서비스불만,8.1,N,N
CNS01207,CUST0229,2024-07-12,홈페이지,AGT010,서비스불만,12.5,N,N
CNS01208,CUST0002,2024-12-08,전화,AGT004,서비스불만,10.2,N,N
CNS01209,CUST0313,2024-12-31,전화,AGT014,상품문의,8.5,Y,N
CNS01210,CUST0300,2024-02-01,전화,AGT018,기타,10.0,Y,N
CNS01211,CUST0216,2024-03-31,앱,AGT014,요금문의,7.0,Y,N
CNS01212,CUST0338,2024-06-28,앱,AGT019,상품문의,3.4,N,N
CNS01213,CUST0055,2024-02-05,매장,AGT027,요금문의,4.9,Y,N
CNS01214,CUST0398,2024-02-23,전화,AGT023,요금문의,9.0,Y,N
CNS01215,CUST0372,2024-10-18,매장,AGT014,서비스불만,6.2,Y,N
CNS01216,CUST0462,2024-02-10,전화,AGT015,요금문의,7.9,Y,N
CNS01217,CUST0192,2024-01-27,앱,AGT012,요금문의,8.6,Y,N
CNS01218,CUST0383,2024-02-18,매장,AGT013,상품문의,8.0,N,N
CNS01219,CUST0206,2024-08-23,전화,AGT011,상품문의,5.9,Y,N
CNS01220,CUST0011,2024-09-10,전화,AGT012,결제오류,5.7,Y,N
CNS01221,CUST0261,2024-11-16,앱,AGT009,서비스불만,18.6,Y,N
CNS01222,CUST0341,2024-10-06,전화,AGT015,결제오류,18.6,Y,N
CNS01223,CUST0210,2024-05-08,앱,AGT006,요금문의,10.0,Y,N
CNS01224,CUST0165,2024-04-07,매장,AGT021,서비스불만,9.2,Y,N
CNS01225,CUST0091,2024-08-13,홈페이지,AGT016,요금문의,5.2,Y,N
CNS01226,CUST0470,2024-03-17,매장,AGT005,서비스불만,3.1,Y,N
CNS01227,CUST0146,2024-07-05,앱,AGT025,상품문의,5.9,N,N
CNS01228,CUST0164,2024-12-08,전화,AGT024,기타,9.3,Y,N
CNS01229,CUST0002,2024-02-14,앱,AGT024,요금문의,3.6,N,N
CNS01230,CUST0081,2024-06-17,전화,AGT017,상품문의,6.4,Y,N
CNS01231,CUST0053,2024-04-06,매장,AGT017,결제오류,17.4,Y,N
CNS01232,CUST0319,2024-06-03,매장,AGT010,상품문의,18.9,Y,N
CNS01233,CUST0351,2024-06-08,매장,AGT027,서비스불만,13.3,Y,N
CNS01234,CUST0229,2024-08-23,앱,AGT001,상품문의,10.8,Y,N
CNS01235,CUST0498,2024-10-22,전화,AGT016,요금문의,5.2,Y,N
CNS01236,CUST0344,2024-02-16,매장,AGT023,상품문의,6.1,Y,N
CNS01237,CUST0202,2024-10-28,전화,AGT017,기타,9.5,N,N
CNS01238,CUST0479,2024-04-23,앱,AGT017,서비스불만,9.9,Y,N
CNS01239,CUST0356,2024-05-25,전화,AGT010,서비스불만,11.3,Y,N
CNS01240,CUST0106,2024-02-22,전화,AGT009,요금문의,13.4,Y,N
CNS01241,CUST0480,2024-03-09,전화,AGT009,서비스불만,10.3,Y,N
CNS01242,CUST0458,2024-12-30,전화,AGT028,요금문의,2.9,Y,N
CNS01243,CUST0039,2024-05-14,전화,AGT012,요금문의,12.2,Y,N
CNS01244,CUST0402,2024-01-16,전화,AGT007,상품문의,6.2,N,N
CNS01245,CUST0486,2024-03-20,매장,AGT015,서비스불만,7.9,N,N
CNS01246,CUST0079,2024-10-09,앱,AGT003,상품문의,12.1,N,N
CNS01247,CUST0415,2024-01-24,앱,AGT023,기타,7.0,N,N
CNS01248,CUST0197,2024-01-09,전화,AGT012,서비스불만,16.9,Y,N
CNS01249,CUST0396,2024-10-16,전화,AGT001,기타,7.9,Y,N
CNS01250,CUST0030,2024-12-05,앱,AGT028,서비스불만,6.7,Y,N
CNS01251,CUST0468,2024-12-09,홈페이지,AGT013,상품문의,4.3,Y,N
CNS01252,CUST0477,2024-08-13,매장,AGT006,요금문의,6.9,Y,N
CNS01253,CUST0155,2024-10-03,홈페이지,AGT006,상품문의,19.7,Y,N
CNS01254,CUST0137,2024-05-13,전화,AGT030,서비스불만,17.4,Y,N
CNS01255,CUST0070,2024-10-08,앱,AGT014,결제오류,6.4,Y,N
CNS01256,CUST0232,2024-06-13,앱,AGT005,요금문의,14.8,Y,N
CNS01257,CUST0190,2024-10-08,전화,AGT005,서비스불만,10.8,Y,N
CNS01258,CUST0366,2024-09-11,홈페이지,AGT013,서비스불만,5.2,Y,Y
CNS01259,CUST0124,2024-01-12,전화,AGT015,상품문의,4.2,Y,N
CNS01260,CUST0319,2024-06-21,전화,AGT009,요금문의,5.3,Y,N
CNS01261,CUST0441,2024-11-20,홈페이지,AGT023,요금문의,8.4,Y,N
CNS01262,CUST0160,2024-07-22,전화,AGT015,서비스불만,5.9,Y,N
CNS01263,CUST0290,2024-10-14,전화,AGT030,결제오류,6.9,Y,N
CNS01264,CUST0333,2024-03-11,앱,AGT017,기타,9.4,Y,N
CNS01265,CUST0202,2024-09-19,홈페이지,AGT005,상품문의,4.4,Y,N
CNS01266,CUST0325,2024-08-11,전화,AGT030,결제오류,5.7,Y,N
CNS01267,CUST0344,2024-07-05,전화,AGT006,상품문의,13.0,Y,N
CNS01268,CUST0489,2024-09-29,앱,AGT019,요금문의,18.4,Y,N
CNS01269,CUST0361,2024-11-23,전화,AGT004,상품문의,10.9,N,N
CNS01270,CUST0403,2024-10-30,전화,AGT010,결제오류,4.1,Y,N
CNS01271,CUST0161,2024-03-28,매장,AGT007,서비스불만,15.5,Y,N
CNS01272,CUST0290,2024-05-13,전화,AGT019,결제오류,13.4,Y,N
CNS01273,CUST0117,2024-05-15,앱,AGT003,기타,4.6,Y,N
CNS01274,CUST0357,2024-12-05,매장,AGT013,상품문의,9.9,N,N
CNS01275,CUST0290,2024-01-19,앱,AGT006,서비스불만,3.4,Y,N
CNS01276,CUST0088,2024-05-16,전화,AGT027,서비스불만,5.8,Y,N
CNS01277,CUST0429,2024-03-06,전화,AGT006,결제오류,30.8,Y,N
CNS01278,CUST0405,2024-09-12,매장,AGT030,요금문의,3.6,Y,N
CNS01279,CUST0081,2024-01-18,전화,AGT014,상품문의,11.6,Y,N
CNS01280,CUST0018,2024-12-05,홈페이지,AGT030,상품문의,6.3,Y,N
CNS01281,CUST0040,2024-05-03,전화,AGT030,상품문의,4.9,Y,N
CNS01282,CUST0299,2024-05-08,전화,AGT010,서비스불만,5.1,N,N
CNS01283,CUST0232,2024-08-12,전화,AGT005,상품문의,3.0,Y,N
CNS01284,CUST0062,2024-01-29,전화,AGT010,서비스불만,4.3,Y,N
CNS01285,CUST0071,2024-10-11,전화,AGT012,결제오류,11.3,Y,N
CNS01286,CUST0303,2024-09-04,홈페이지,AGT029,기타,15.2,Y,N
CNS01287,CUST0092,2024-05-28,매장,AGT024,서비스불만,10.2,Y,N
CNS01288,CUST0045,2024-11-06,앱,AGT014,결제오류,3.4,Y,N
CNS01289,CUST0224,2024-09-05,앱,AGT024,서비스불만,11.5,N,N
CNS01290,CUST0471,2024-09-09,전화,AGT001,결제오류,8.3,Y,N
CNS01291,CUST0357,2024-04-27,전화,AGT022,요금문의,18.9,Y,N
CNS01292,CUST0036,2024-09-21,전화,AGT001,상품문의,16.4,Y,N
CNS01293,CUST0316,2024-12-28,홈페이지,AGT015,요금문의,13.8,Y,N
CNS01294,CUST0411,2024-11-18,홈페이지,AGT025,요금문의,17.5,Y,N
CNS01295,CUST0364,2024-09-25,앱,AGT004,상품문의,7.7,Y,N
CNS01296,CUST0476,2024-03-11,앱,AGT022,요금문의,6.5,Y,N
CNS01297,CUST0036,2024-10-22,전화,AGT021,요금문의,21.8,Y,N
CNS01298,CUST0159,2024-08-05,매장,AGT021,요금문의,6.7,Y,N
CNS01299,CUST0192,2024-02-01,전화,AGT025,요금문의,5.5,Y,Y
CNS01300,CUST0331,2024-02-05,앱,AGT003,서비스불만,6.1,Y,N
CNS01301,CUST0394,2024-08-02,전화,AGT025,상품문의,9.6,Y,N
CNS01302,CUST0071,2024-04-10,앱,AGT029,요금문의,10.4,Y,N
CNS01303,CUST0402,2024-11-24,전화,AGT002,요금문의,5.2,Y,N
CNS01304,CUST0476,2024-07-28,앱,AGT028,기타,5.0,Y,N
CNS01305,CUST0104,2024-12-05,전화,AGT030,상품문의,22.8,N,N
CNS01306,CUST0439,2024-06-04,전화,AGT006,상품문의,6.5,N,Y
CNS01307,CUST0250,2024-05-03,전화,AGT021,서비스불만,16.2,Y,N
CNS01308,CUST0391,2024-08-31,전화,AGT001,요금문의,14.7,Y,N
CNS01309,CUST0307,2024-10-10,매장,AGT009,요금문의,4.0,N,Y
CNS01310,CUST0429,2024-07-10,앱,AGT001,서비스불만,7.9,Y,N
CNS01311,CUST0145,2024-01-28,전화,AGT030,결제오류,11.9,Y,N
CNS01312,CUST0145,2024-06-26,매장,AGT012,결제오류,13.2,Y,N
CNS01313,CUST0300,2024-09-09,전화,AGT019,결제오류,10.3,Y,N
CNS01314,CUST0117,2024-02-06,앱,AGT012,요금문의,11.8,Y,N
CNS01315,CUST0417,2024-01-07,앱,AGT012,결제오류,15.7,Y,N
CNS01316,CUST0393,2024-02-03,앱,AGT004,상품문의,11.2,Y,N
CNS01317,CUST0276,2024-09-08,홈페이지,AGT003,서비스불만,6.7,Y,N
CNS01318,CUST0492,2024-02-12,전화,AGT014,요금문의,9.8,Y,N
CNS01319,CUST0356,2024-09-11,전화,AGT013,결제오류,4.5,N,N
CNS01320,CUST0092,2024-06-03,매장,AGT014,요금문의,14.2,N,N
