날짜,캠페인,광고그룹,키워드,디바이스,연령대,성별,시간대,소재유형,노출수,클릭수,광고비,CTR,CPC,평균노출순위
2026-06-26,25년_다이렉트_검색_1차,일반보험료,다이렉트자동차보험,PC,40대,여,07시,확장소재,2024,38,89072,1.88,2344,1.7
2026-06-26,25년_다이렉트_검색_1차,일반보험료,자동차보험견적,모바일,20대,여,10시,이미지,5386,119,157437,2.21,1323,2.4
2026-06-26,25년_다이렉트_검색_1차,특약보험료,자동차보험,모바일,30대,여,08시,이미지,17425,276,511152,1.58,1852,3.9
2026-06-26,25년_다이렉트_검색_1차,특약보험료,자동차보험료비교,PC,40대,여,12시,이미지,6713,260,408980,3.87,1573,2.8
2026-06-26,25년_다이렉트_검색_2차,브랜드,자동차보험견적,모바일,30대,남,22시,이미지,1385,38,45448,2.74,1196,1.3
2026-06-26,25년_다이렉트_검색_2차,브랜드,자동차보험료비교,모바일,40대,남,07시,텍스트,8512,333,285381,3.91,857,1.4
2026-06-26,25년_다이렉트_검색_2차,특약보험료,다이렉트자동차보험,PC,40대,남,13시,이미지,17636,510,1117920,2.89,2192,4.1
2026-06-26,26년_다이렉트_브랜드검색,브랜드,온라인자동차보험,PC,30대,여,23시,확장소재,13237,227,494179,1.71,2177,2.6
2026-06-26,26년_다이렉트_브랜드검색,일반보험료,온라인자동차보험,모바일,20대,남,10시,확장소재,8659,257,385757,2.97,1501,2.9
2026-06-26,26년_다이렉트_브랜드검색,특약보험료,자동차보험,PC,50대이상,여,17시,확장소재,18048,749,2365342,4.15,3158,1.4
2026-06-26,26년_신년_검색프로모션,브랜드,자동차보험,모바일,40대,남,16시,확장소재,9233,246,399504,2.66,1624,4.4
2026-06-26,26년_신년_검색프로모션,특약보험료,다이렉트자동차보험,PC,50대이상,남,12시,텍스트,11412,319,857472,2.8,2688,2.8
2026-06-27,25년_다이렉트_검색_1차,브랜드,다이렉트자동차보험,모바일,20대,남,19시,텍스트,10803,206,419828,1.91,2038,4.5
2026-06-27,25년_다이렉트_검색_1차,특약보험료,자동차보험,PC,20대,남,06시,텍스트,4633,151,356360,3.26,2360,2.9
2026-06-27,25년_다이렉트_검색_2차,브랜드,다이렉트자동차보험,모바일,20대,남,21시,이미지,10218,384,317952,3.76,828,2.0
2026-06-27,25년_다이렉트_검색_2차,특약보험료,자동차보험,모바일,40대,여,19시,텍스트,10808,202,215332,1.87,1066,1.8
2026-06-27,26년_다이렉트_브랜드검색,브랜드,온라인자동차보험,PC,20대,여,23시,확장소재,8669,343,597163,3.96,1741,4.2
2026-06-27,26년_다이렉트_브랜드검색,신규가입,온라인자동차보험,모바일,40대,여,07시,이미지,18447,760,2649360,4.12,3486,3.5
2026-06-27,26년_다이렉트_브랜드검색,일반보험료,자동차보험견적,모바일,40대,여,11시,확장소재,16182,508,1125728,3.14,2216,3.3
2026-06-27,26년_다이렉트_브랜드검색,특약보험료,자동차보험,PC,30대,여,23시,텍스트,15342,635,1492250,4.14,2350,2.0
2026-06-27,26년_신년_검색프로모션,신규가입,다이렉트자동차보험,모바일,40대,남,10시,텍스트,8722,231,508200,2.65,2200,1.2
2026-06-27,26년_신년_검색프로모션,신규가입,자동차보험,모바일,50대이상,여,10시,확장소재,11371,450,676350,3.96,1503,3.1
2026-06-27,26년_신년_검색프로모션,일반보험료,다이렉트자동차보험,PC,30대,남,18시,텍스트,12671,386,626864,3.05,1624,4.4
2026-06-27,26년_신년_검색프로모션,일반보험료,다이렉트자동차보험,모바일,20대,남,21시,확장소재,14263,524,1256552,3.67,2398,2.6
2026-06-27,26년_신년_검색프로모션,일반보험료,다이렉트자동차보험,모바일,50대이상,여,21시,이미지,16751,740,1656120,4.42,2238,1.9
2026-06-28,25년_다이렉트_검색_1차,신규가입,자동차보험견적,모바일,30대,남,19시,이미지,6585,122,191296,1.85,1568,4.3
2026-06-28,25년_다이렉트_검색_1차,일반보험료,다이렉트자동차보험,PC,40대,여,19시,텍스트,2733,76,228380,2.78,3005,4.0
2026-06-28,25년_다이렉트_검색_2차,브랜드,온라인자동차보험,PC,30대,남,17시,확장소재,5521,67,137886,1.21,2058,4.5
2026-06-28,25년_다이렉트_검색_2차,브랜드,자동차보험료비교,모바일,30대,여,13시,이미지,16382,315,391860,1.92,1244,2.7
2026-06-28,25년_다이렉트_검색_2차,특약보험료,온라인자동차보험,모바일,50대이상,여,21시,텍스트,17650,613,1097270,3.47,1790,2.1
2026-06-28,26년_다이렉트_브랜드검색,신규가입,온라인자동차보험,모바일,20대,여,14시,텍스트,12453,251,654608,2.02,2608,1.8
2026-06-28,26년_신년_검색프로모션,신규가입,자동차보험견적,PC,30대,여,09시,이미지,17980,365,1012145,2.03,2773,3.1
2026-06-28,26년_신년_검색프로모션,일반보험료,온라인자동차보험,모바일,40대,여,13시,이미지,2572,51,57987,1.98,1137,1.6
2026-06-28,26년_신년_검색프로모션,일반보험료,자동차보험,PC,20대,남,22시,확장소재,9715,119,281316,1.22,2364,3.7
2026-06-29,25년_다이렉트_검색_1차,일반보험료,자동차보험료비교,모바일,40대,남,23시,텍스트,18058,393,818619,2.18,2083,1.4
2026-06-29,25년_다이렉트_검색_1차,특약보험료,자동차보험료비교,모바일,30대,남,16시,이미지,18533,281,248123,1.52,883,1.5
2026-06-29,25년_다이렉트_검색_1차,특약보험료,자동차보험료비교,모바일,50대이상,여,23시,텍스트,19153,840,2751000,4.39,3275,2.0
2026-06-29,25년_다이렉트_검색_2차,신규가입,다이렉트자동차보험,모바일,20대,남,07시,확장소재,8142,345,618240,4.24,1792,3.9
2026-06-29,26년_다이렉트_브랜드검색,브랜드,자동차보험견적,PC,30대,여,20시,확장소재,7762,209,639749,2.69,3061,1.2
2026-06-29,26년_다이렉트_브랜드검색,일반보험료,다이렉트자동차보험,PC,50대이상,여,16시,확장소재,1813,81,143694,4.47,1774,3.5
2026-06-29,26년_다이렉트_브랜드검색,특약보험료,자동차보험료비교,PC,40대,남,21시,이미지,9626,99,221265,1.03,2235,3.4
2026-06-29,26년_신년_검색프로모션,특약보험료,다이렉트자동차보험,PC,50대이상,여,12시,이미지,14682,174,397590,1.19,2285,1.8
2026-06-29,26년_신년_검색프로모션,특약보험료,다이렉트자동차보험,PC,50대이상,여,13시,이미지,8137,144,426672,1.77,2963,4.3
2026-06-29,26년_신년_검색프로모션,특약보험료,자동차보험료비교,모바일,20대,남,16시,확장소재,9854,364,1196104,3.69,3286,1.5
2026-06-30,25년_다이렉트_검색_1차,신규가입,자동차보험,모바일,50대이상,여,09시,텍스트,13822,308,296604,2.23,963,2.9
2026-06-30,25년_다이렉트_검색_1차,신규가입,자동차보험견적,PC,40대,여,07시,이미지,13789,606,1465308,4.39,2418,3.3
2026-06-30,25년_다이렉트_검색_1차,일반보험료,자동차보험료비교,PC,40대,여,15시,텍스트,9991,212,667588,2.12,3149,2.7
2026-06-30,25년_다이렉트_검색_1차,특약보험료,자동차보험,PC,40대,여,06시,이미지,15551,689,1900951,4.43,2759,4.2
2026-06-30,25년_다이렉트_검색_2차,신규가입,자동차보험견적,모바일,40대,여,06시,확장소재,17595,307,1010337,1.74,3291,3.2
2026-06-30,25년_다이렉트_검색_2차,특약보험료,자동차보험견적,모바일,20대,여,11시,확장소재,11472,209,687819,1.82,3291,1.8
2026-06-30,26년_다이렉트_브랜드검색,특약보험료,자동차보험,모바일,50대이상,남,08시,이미지,14363,190,300960,1.32,1584,2.6
2026-06-30,26년_신년_검색프로모션,브랜드,온라인자동차보험,PC,40대,남,06시,확장소재,18209,403,491660,2.21,1220,2.4
2026-06-30,26년_신년_검색프로모션,특약보험료,다이렉트자동차보험,모바일,30대,여,16시,확장소재,14121,566,1190864,4.01,2104,2.2
2026-06-30,26년_신년_검색프로모션,특약보험료,온라인자동차보험,모바일,20대,남,12시,확장소재,9830,299,482885,3.04,1615,1.8
2026-06-30,26년_신년_검색프로모션,특약보험료,자동차보험,모바일,50대이상,여,08시,텍스트,1714,38,98420,2.22,2590,4.2
